板块名称,主力资金净流入(亿),时间,趋势
火炬电子,-0.26,2026-05-15,↓ 净流出
江苏新能,-0.26,2026-05-15,↓ 净流出
洪都航空,-0.26,2026-05-15,↓ 净流出
九洲药业,-0.26,2026-05-15,↓ 净流出
厨房小家电,-0.26,2026-05-15,↓ 净流出
金辰股份,-0.26,2026-05-15,↓ 净流出
瑞丰银行,-0.26,2026-05-15,↓ 净流出
永冠新材,-0.27,2026-05-15,↓ 净流出
通用股份,-0.27,2026-05-15,↓ 净流出
宁波中百,-0.27,2026-05-15,↓ 净流出
合锻智能,-0.27,2026-05-15,↓ 净流出
三峡能源,-0.27,2026-05-15,↓ 净流出
国芳集团,-0.27,2026-05-15,↓ 净流出
国睿科技,-0.27,2026-05-15,↓ 净流出
巨星农牧,-0.27,2026-05-15,↓ 净流出
中国黄金,-0.27,2026-05-15,↓ 净流出
高速公路,-0.28,2026-05-15,↓ 净流出
*ST闻泰,-0.28,2026-05-15,↓ 净流出
电商服务,-0.28,2026-05-15,↓ 净流出
宝钛股份,-0.28,2026-05-15,↓ 净流出
众源新材,-0.28,2026-05-15,↓ 净流出
*ST春天,-0.28,2026-05-15,↓ 净流出
*ST联翔,-0.28,2026-05-15,↓ 净流出
新中港,-0.28,2026-05-15,↓ 净流出
宏辉果蔬,-0.29,2026-05-15,↓ 净流出
苏州高新,-0.29,2026-05-15,↓ 净流出
中创智领,-0.29,2026-05-15,↓ 净流出
钢铁管材,-0.29,2026-05-15,↓ 净流出
华通线缆,-0.29,2026-05-15,↓ 净流出
浙江龙盛,-0.29,2026-05-15,↓ 净流出
通化东宝,-0.29,2026-05-15,↓ 净流出
联德股份,-0.29,2026-05-15,↓ 净流出
宏盛华源,-0.29,2026-05-15,↓ 净流出
轮胎轮毂,-0.29,2026-05-15,↓ 净流出
天坛生物,-0.30,2026-05-15,↓ 净流出
建元信托,-0.30,2026-05-15,↓ 净流出
华光环能,-0.30,2026-05-15,↓ 净流出
江南高纤,-0.30,2026-05-15,↓ 净流出
口子窖,-0.30,2026-05-15,↓ 净流出
财达证券,-0.30,2026-05-15,↓ 净流出
中信建投,-0.30,2026-05-15,↓ 净流出
物业管理,-0.30,2026-05-15,↓ 净流出
氯碱,-0.31,2026-05-15,↓ 净流出
康惠股份,-0.31,2026-05-15,↓ 净流出
上港集团,-0.31,2026-05-15,↓ 净流出
宁波能源,-0.31,2026-05-15,↓ 净流出
永茂泰,-0.31,2026-05-15,↓ 净流出
罗曼股份,-0.31,2026-05-15,↓ 净流出
新疆众和,-0.31,2026-05-15,↓ 净流出
跨境物流,-0.31,2026-05-15,↓ 净流出
江钨装备,-0.31,2026-05-15,↓ 净流出
华钰矿业,-0.31,2026-05-15,↓ 净流出
古越龙山,-0.31,2026-05-15,↓ 净流出
联环药业,-0.32,2026-05-15,↓ 净流出
涂料,-0.32,2026-05-15,↓ 净流出
金徽股份,-0.32,2026-05-15,↓ 净流出
首创证券,-0.32,2026-05-15,↓ 净流出
农发种业,-0.32,2026-05-15,↓ 净流出
乐山电力,-0.32,2026-05-15,↓ 净流出
林洋能源,-0.32,2026-05-15,↓ 净流出
金瑞矿业,-0.32,2026-05-15,↓ 净流出
科新发展,-0.32,2026-05-15,↓ 净流出
调味发酵品Ⅲ,-0.32,2026-05-15,↓ 净流出
调味发酵品Ⅱ,-0.32,2026-05-15,↓ 净流出
宏发股份,-0.33,2026-05-15,↓ 净流出
中国中车,-0.33,2026-05-15,↓ 净流出
南网储能,-0.33,2026-05-15,↓ 净流出
湘财股份,-0.33,2026-05-15,↓ 净流出
*ST沐邦,-0.33,2026-05-15,↓ 净流出
贵研铂业,-0.33,2026-05-15,↓ 净流出
果蔬加工,-0.33,2026-05-15,↓ 净流出
沃格光电,-0.34,2026-05-15,↓ 净流出
斯达半导,-0.34,2026-05-15,↓ 净流出
方大炭素,-0.34,2026-05-15,↓ 净流出
来伊份,-0.34,2026-05-15,↓ 净流出
和邦生物,-0.34,2026-05-15,↓ 净流出
浙商证券,-0.34,2026-05-15,↓ 净流出
新安股份,-0.34,2026-05-15,↓ 净流出
苏美达,-0.34,2026-05-15,↓ 净流出
上汽集团,-0.34,2026-05-15,↓ 净流出
依顿电子,-0.34,2026-05-15,↓ 净流出
派克新材,-0.35,2026-05-15,↓ 净流出
国茂股份,-0.35,2026-05-15,↓ 净流出
康美药业,-0.35,2026-05-15,↓ 净流出
吉祥航空,-0.35,2026-05-15,↓ 净流出
保利发展,-0.35,2026-05-15,↓ 净流出
中原证券,-0.35,2026-05-15,↓ 净流出
XD宝信软,-0.36,2026-05-15,↓ 净流出
诊断服务,-0.36,2026-05-15,↓ 净流出
浙数文化,-0.36,2026-05-15,↓ 净流出
华鑫股份,-0.36,2026-05-15,↓ 净流出
永安期货,-0.36,2026-05-15,↓ 净流出
东方明珠,-0.36,2026-05-15,↓ 净流出
教育运营及其他,-0.36,2026-05-15,↓ 净流出
福莱新材,-0.36,2026-05-15,↓ 净流出
浙江新能,-0.36,2026-05-15,↓ 净流出
中国国航,-0.37,2026-05-15,↓ 净流出
工商银行,-0.37,2026-05-15,↓ 净流出
福日电子,-0.37,2026-05-15,↓ 净流出
精工钢构,-0.37,2026-05-15,↓ 净流出
梅花生物,-0.37,2026-05-15,↓ 净流出
中远海特,-0.37,2026-05-15,↓ 净流出
文化用品,-0.37,2026-05-15,↓ 净流出
应流股份,-0.37,2026-05-15,↓ 净流出
中国石化,-0.37,2026-05-15,↓ 净流出
复星医药,-0.37,2026-05-15,↓ 净流出
湘电股份,-0.37,2026-05-15,↓ 净流出
文娱消费,-0.38,2026-05-15,↓ 净流出
中材节能,-0.38,2026-05-15,↓ 净流出
国金证券,-0.39,2026-05-15,↓ 净流出
山东药玻,-0.39,2026-05-15,↓ 净流出
其他酒类,-0.39,2026-05-15,↓ 净流出
上海机场,-0.40,2026-05-15,↓ 净流出
恒为科技,-0.40,2026-05-15,↓ 净流出
宠物食品,-0.40,2026-05-15,↓ 净流出
中国化学,-0.40,2026-05-15,↓ 净流出
国投资本,-0.40,2026-05-15,↓ 净流出
中国银河,-0.40,2026-05-15,↓ 净流出
乳品,-0.41,2026-05-15,↓ 净流出
海航控股,-0.41,2026-05-15,↓ 净流出
华资实业,-0.41,2026-05-15,↓ 净流出
科林电气,-0.42,2026-05-15,↓ 净流出
大胜达,-0.42,2026-05-15,↓ 净流出
同方股份,-0.42,2026-05-15,↓ 净流出
宝光股份,-0.42,2026-05-15,↓ 净流出
租赁,-0.42,2026-05-15,↓ 净流出
东兴证券,-0.43,2026-05-15,↓ 净流出
粮油加工,-0.43,2026-05-15,↓ 净流出
新赛股份,-0.43,2026-05-15,↓ 净流出
酒店餐饮,-0.44,2026-05-15,↓ 净流出
福田汽车,-0.44,2026-05-15,↓ 净流出
北大荒,-0.44,2026-05-15,↓ 净流出
信托,-0.44,2026-05-15,↓ 净流出
创新新材,-0.45,2026-05-15,↓ 净流出
东百集团,-0.45,2026-05-15,↓ 净流出
中航重机,-0.45,2026-05-15,↓ 净流出
三一重工,-0.45,2026-05-15,↓ 净流出
毛发医疗,-0.45,2026-05-15,↓ 净流出
人工景区,-0.45,2026-05-15,↓ 净流出
西藏天路,-0.45,2026-05-15,↓ 净流出
房地产服务,-0.45,2026-05-15,↓ 净流出
鸿远电子,-0.45,2026-05-15,↓ 净流出
龙蟠科技,-0.45,2026-05-15,↓ 净流出
肉制品,-0.46,2026-05-15,↓ 净流出
万华化学,-0.46,2026-05-15,↓ 净流出
草甘膦,-0.46,2026-05-15,↓ 净流出
中闽能源,-0.46,2026-05-15,↓ 净流出
交通银行,-0.46,2026-05-15,↓ 净流出
广安爱众,-0.47,2026-05-15,↓ 净流出
长源东谷,-0.47,2026-05-15,↓ 净流出
平高电气,-0.47,2026-05-15,↓ 净流出
璞泰来,-0.47,2026-05-15,↓ 净流出
吉鑫科技,-0.48,2026-05-15,↓ 净流出
赛腾股份,-0.48,2026-05-15,↓ 净流出
西藏城投,-0.48,2026-05-15,↓ 净流出
金证股份,-0.48,2026-05-15,↓ 净流出
航天机电,-0.49,2026-05-15,↓ 净流出
振德医疗,-0.49,2026-05-15,↓ 净流出
大气治理,-0.49,2026-05-15,↓ 净流出
仓储物流,-0.50,2026-05-15,↓ 净流出
专业工程,-0.50,2026-05-15,↓ 净流出
东吴证券,-0.50,2026-05-15,↓ 净流出
起帆电缆,-0.50,2026-05-15,↓ 净流出
宝胜股份,-0.50,2026-05-15,↓ 净流出
梅雁吉祥,-0.50,2026-05-15,↓ 净流出
中信金属,-0.50,2026-05-15,↓ 净流出
中国交建,-0.50,2026-05-15,↓ 净流出
中金公司,-0.50,2026-05-15,↓ 净流出
春秋电子,-0.51,2026-05-15,↓ 净流出
西藏珠峰,-0.51,2026-05-15,↓ 净流出
耐火材料,-0.51,2026-05-15,↓ 净流出
粮食种植,-0.52,2026-05-15,↓ 净流出
三佳科技,-0.52,2026-05-15,↓ 净流出
节能风电,-0.52,2026-05-15,↓ 净流出
青岛啤酒,-0.52,2026-05-15,↓ 净流出
火电设备,-0.53,2026-05-15,↓ 净流出
恒力石化,-0.53,2026-05-15,↓ 净流出
生猪养殖,-0.53,2026-05-15,↓ 净流出
华安证券,-0.53,2026-05-15,↓ 净流出
中银证券,-0.55,2026-05-15,↓ 净流出
舍得酒业,-0.55,2026-05-15,↓ 净流出
松发股份,-0.55,2026-05-15,↓ 净流出
价值股,-0.55,2026-05-15,↓ 净流出
山东玻纤,-0.55,2026-05-15,↓ 净流出
金诚信,-0.55,2026-05-15,↓ 净流出
明阳智能,-0.56,2026-05-15,↓ 净流出
坤彩科技,-0.56,2026-05-15,↓ 净流出
神马电力,-0.56,2026-05-15,↓ 净流出
民爆制品,-0.57,2026-05-15,↓ 净流出
卓郎智能,-0.57,2026-05-15,↓ 净流出
中国科传,-0.57,2026-05-15,↓ 净流出
国电电力,-0.57,2026-05-15,↓ 净流出
东方通信,-0.57,2026-05-15,↓ 净流出
中船防务,-0.57,2026-05-15,↓ 净流出
和顺石油,-0.57,2026-05-15,↓ 净流出
纳米银,-0.57,2026-05-15,↓ 净流出
三星电气,-0.58,2026-05-15,↓ 净流出
哈投股份,-0.58,2026-05-15,↓ 净流出
化妆品,-0.59,2026-05-15,↓ 净流出
浙江东方,-0.59,2026-05-15,↓ 净流出
大智慧,-0.59,2026-05-15,↓ 净流出
财通证券,-0.59,2026-05-15,↓ 净流出
微盘精选,-0.59,2026-05-15,↓ 净流出
CRO,-0.59,2026-05-15,↓ 净流出
杭钢股份,-0.60,2026-05-15,↓ 净流出
基因测序,-0.60,2026-05-15,↓ 净流出
棉纺,-0.60,2026-05-15,↓ 净流出
中远海发,-0.60,2026-05-15,↓ 净流出
嘉泽新能,-0.60,2026-05-15,↓ 净流出
农药兽药,-0.61,2026-05-15,↓ 净流出
昊华科技,-0.62,2026-05-15,↓ 净流出
多业态零售,-0.62,2026-05-15,↓ 净流出
福鞍股份,-0.62,2026-05-15,↓ 净流出
文字媒体,-0.63,2026-05-15,↓ 净流出
民生银行,-0.63,2026-05-15,↓ 净流出
华锡有色,-0.64,2026-05-15,↓ 净流出
钟表珠宝,-0.66,2026-05-15,↓ 净流出
立达信,-0.66,2026-05-15,↓ 净流出
兴业证券,-0.66,2026-05-15,↓ 净流出
世运电路,-0.66,2026-05-15,↓ 净流出
鲁信创投,-0.66,2026-05-15,↓ 净流出
太平洋,-0.67,2026-05-15,↓ 净流出
永辉超市,-0.67,2026-05-15,↓ 净流出
鹏欣资源,-0.68,2026-05-15,↓ 净流出
保健品,-0.68,2026-05-15,↓ 净流出
*ST高科,-0.69,2026-05-15,↓ 净流出
宏昌电子,-0.69,2026-05-15,↓ 净流出
中国建筑,-0.69,2026-05-15,↓ 净流出
安孚科技,-0.69,2026-05-15,↓ 净流出
招商南油,-0.70,2026-05-15,↓ 净流出
中航高科,-0.70,2026-05-15,↓ 净流出
旗滨集团,-0.70,2026-05-15,↓ 净流出
中源协和,-0.70,2026-05-15,↓ 净流出
熔盐储能,-0.70,2026-05-15,↓ 净流出
快递,-0.70,2026-05-15,↓ 净流出
德新科技,-0.70,2026-05-15,↓ 净流出
光大证券,-0.71,2026-05-15,↓ 净流出
雪天盐业,-0.71,2026-05-15,↓ 净流出
饰品,-0.71,2026-05-15,↓ 净流出
南方航空,-0.73,2026-05-15,↓ 净流出
北方导航,-0.73,2026-05-15,↓ 净流出
广西能源,-0.73,2026-05-15,↓ 净流出
其他通信设备,-0.74,2026-05-15,↓ 净流出
线下药店,-0.74,2026-05-15,↓ 净流出
中国中铁,-0.75,2026-05-15,↓ 净流出
南华期货,-0.75,2026-05-15,↓ 净流出
福达合金,-0.75,2026-05-15,↓ 净流出
原材料供应链服务,-0.75,2026-05-15,↓ 净流出
奥瑞德,-0.76,2026-05-15,↓ 净流出
粘胶,-0.76,2026-05-15,↓ 净流出
瑞斯康达,-0.76,2026-05-15,↓ 净流出
养殖业,-0.76,2026-05-15,↓ 净流出
中航机载,-0.77,2026-05-15,↓ 净流出
永泰能源,-0.77,2026-05-15,↓ 净流出
北京银行,-0.77,2026-05-15,↓ 净流出
片仔癀,-0.77,2026-05-15,↓ 净流出
品牌化妆品,-0.78,2026-05-15,↓ 净流出
玻璃基板,-0.78,2026-05-15,↓ 净流出
鸡肉概念,-0.78,2026-05-15,↓ 净流出
机场,-0.81,2026-05-15,↓ 净流出
游戏Ⅲ,-0.81,2026-05-15,↓ 净流出
游戏Ⅱ,-0.81,2026-05-15,↓ 净流出
天风证券,-0.83,2026-05-15,↓ 净流出
数据港,-0.83,2026-05-15,↓ 净流出
中远海控,-0.83,2026-05-15,↓ 净流出
九丰能源,-0.83,2026-05-15,↓ 净流出
新化股份,-0.84,2026-05-15,↓ 净流出
恒生电子,-0.84,2026-05-15,↓ 净流出
血液制品,-0.84,2026-05-15,↓ 净流出
旅游综合,-0.84,2026-05-15,↓ 净流出
化学工程,-0.85,2026-05-15,↓ 净流出
宝丰能源,-0.85,2026-05-15,↓ 净流出
嵘泰股份,-0.85,2026-05-15,↓ 净流出
煤化工,-0.86,2026-05-15,↓ 净流出
猪肉概念,-0.87,2026-05-15,↓ 净流出
生活用纸,-0.88,2026-05-15,↓ 净流出
海绵城市,-0.88,2026-05-15,↓ 净流出
包钢股份,-0.88,2026-05-15,↓ 净流出
智慧灯杆,-0.88,2026-05-15,↓ 净流出
其他农产品加工,-0.88,2026-05-15,↓ 净流出
宝钢股份,-0.89,2026-05-15,↓ 净流出
瑞芯微,-0.89,2026-05-15,↓ 净流出
泰豪科技,-0.89,2026-05-15,↓ 净流出
东鹏饮料,-0.90,2026-05-15,↓ 净流出
医疗美容,-0.91,2026-05-15,↓ 净流出
西部黄金,-0.91,2026-05-15,↓ 净流出
钢结构,-0.92,2026-05-15,↓ 净流出
中孚实业,-0.93,2026-05-15,↓ 净流出
招商证券,-0.93,2026-05-15,↓ 净流出
东湖高新,-0.93,2026-05-15,↓ 净流出
京运通,-0.93,2026-05-15,↓ 净流出
株冶集团,-0.94,2026-05-15,↓ 净流出
桐昆股份,-0.94,2026-05-15,↓ 净流出
国电南自,-0.95,2026-05-15,↓ 净流出
金属包装,-0.95,2026-05-15,↓ 净流出
个护用品,-0.96,2026-05-15,↓ 净流出
化学纤维,-0.96,2026-05-15,↓ 净流出
三美股份,-0.96,2026-05-15,↓ 净流出
摩托车及其他,-0.96,2026-05-15,↓ 净流出
彩虹股份,-0.96,2026-05-15,↓ 净流出
可燃冰,-0.96,2026-05-15,↓ 净流出
山西汾酒,-0.97,2026-05-15,↓ 净流出
青山纸业,-0.97,2026-05-15,↓ 净流出
中国铁建,-0.97,2026-05-15,↓ 净流出
医美耗材,-0.98,2026-05-15,↓ 净流出
邮储银行,-0.98,2026-05-15,↓ 净流出
纺织服装设备,-0.99,2026-05-15,↓ 净流出
国晟科技,-0.99,2026-05-15,↓ 净流出
聚氨酯,-1.01,2026-05-15,↓ 净流出
宏达股份,-1.01,2026-05-15,↓ 净流出
淳中科技,-1.03,2026-05-15,↓ 净流出
综合环境治理,-1.03,2026-05-15,↓ 净流出
机床工具,-1.04,2026-05-15,↓ 净流出
房屋建设Ⅲ,-1.04,2026-05-15,↓ 净流出
房屋建设Ⅱ,-1.04,2026-05-15,↓ 净流出
生物疫苗,-1.05,2026-05-15,↓ 净流出
船舶制造,-1.05,2026-05-15,↓ 净流出
远东股份,-1.05,2026-05-15,↓ 净流出
食品加工,-1.05,2026-05-15,↓ 净流出
立昂微,-1.07,2026-05-15,↓ 净流出
金田股份,-1.07,2026-05-15,↓ 净流出
超市,-1.07,2026-05-15,↓ 净流出
用友网络,-1.08,2026-05-15,↓ 净流出
土壤修复,-1.08,2026-05-15,↓ 净流出
杭电股份,-1.08,2026-05-15,↓ 净流出
金钼股份,-1.10,2026-05-15,↓ 净流出
钛白粉概念,-1.11,2026-05-15,↓ 净流出
国际工程,-1.11,2026-05-15,↓ 净流出
培训教育,-1.11,2026-05-15,↓ 净流出
可川科技,-1.11,2026-05-15,↓ 净流出
啤酒,-1.11,2026-05-15,↓ 净流出
DRG/DIP,-1.13,2026-05-15,↓ 净流出
人脑工程,-1.13,2026-05-15,↓ 净流出
玻璃制造,-1.14,2026-05-15,↓ 净流出
中航沈飞,-1.14,2026-05-15,↓ 净流出
综合乘用车,-1.14,2026-05-15,↓ 净流出
津药药业,-1.14,2026-05-15,↓ 净流出
青蒿素,-1.14,2026-05-15,↓ 净流出
SPD概念,-1.15,2026-05-15,↓ 净流出
其他种植业,-1.16,2026-05-15,↓ 净流出
城商行Ⅲ,-1.16,2026-05-15,↓ 净流出
旭光电子,-1.16,2026-05-15,↓ 净流出
电工仪器仪表,-1.16,2026-05-15,↓ 净流出
跨境电商,-1.17,2026-05-15,↓ 净流出
赛力斯,-1.18,2026-05-15,↓ 净流出
中国太保,-1.18,2026-05-15,↓ 净流出
航天工程,-1.18,2026-05-15,↓ 净流出
人造肉,-1.20,2026-05-15,↓ 净流出
白银有色,-1.20,2026-05-15,↓ 净流出
苏州科达,-1.21,2026-05-15,↓ 净流出
盛屯矿业,-1.21,2026-05-15,↓ 净流出
中国核建,-1.22,2026-05-15,↓ 净流出
杉杉股份,-1.23,2026-05-15,↓ 净流出
四川长虹,-1.25,2026-05-15,↓ 净流出
华电能源,-1.25,2026-05-15,↓ 净流出
其他化学制品,-1.26,2026-05-15,↓ 净流出
保变电气,-1.27,2026-05-15,↓ 净流出
XD华正新,-1.27,2026-05-15,↓ 净流出
旅游及景区,-1.28,2026-05-15,↓ 净流出
农商行Ⅲ,-1.28,2026-05-15,↓ 净流出
新华保险,-1.29,2026-05-15,↓ 净流出
冶钢辅料,-1.29,2026-05-15,↓ 净流出
福斯特,-1.30,2026-05-15,↓ 净流出
锂电专用设备,-1.30,2026-05-15,↓ 净流出
长寿药,-1.31,2026-05-15,↓ 净流出
港口,-1.31,2026-05-15,↓ 净流出
东方电缆,-1.31,2026-05-15,↓ 净流出
航天动力,-1.32,2026-05-15,↓ 净流出
旅游零售Ⅲ,-1.33,2026-05-15,↓ 净流出
旅游零售Ⅱ,-1.33,2026-05-15,↓ 净流出
诺德股份,-1.34,2026-05-15,↓ 净流出
华电辽能,-1.36,2026-05-15,↓ 净流出
照明设备Ⅲ,-1.36,2026-05-15,↓ 净流出
照明设备Ⅱ,-1.36,2026-05-15,↓ 净流出
海螺水泥,-1.36,2026-05-15,↓ 净流出
南山铝业,-1.36,2026-05-15,↓ 净流出
冶钢原料,-1.37,2026-05-15,↓ 净流出
硅料硅片,-1.38,2026-05-15,↓ 净流出
地热能,-1.38,2026-05-15,↓ 净流出
电子后视镜,-1.39,2026-05-15,↓ 净流出
专业服务,-1.39,2026-05-15,↓ 净流出
综艺股份,-1.39,2026-05-15,↓ 净流出
维生素,-1.40,2026-05-15,↓ 净流出
检测服务,-1.41,2026-05-15,↓ 净流出
中国中免,-1.41,2026-05-15,↓ 净流出
京投发展,-1.42,2026-05-15,↓ 净流出
剑桥科技,-1.46,2026-05-15,↓ 净流出
永和股份,-1.46,2026-05-15,↓ 净流出
中国电建,-1.46,2026-05-15,↓ 净流出
软饮料,-1.47,2026-05-15,↓ 净流出
互联网电商,-1.47,2026-05-15,↓ 净流出
通威股份,-1.47,2026-05-15,↓ 净流出
举牌,-1.48,2026-05-15,↓ 净流出
低碳冶金,-1.49,2026-05-15,↓ 净流出
百货,-1.49,2026-05-15,↓ 净流出
其他化学纤维,-1.50,2026-05-15,↓ 净流出
非白酒,-1.51,2026-05-15,↓ 净流出
华升股份,-1.51,2026-05-15,↓ 净流出
社保重仓,-1.51,2026-05-15,↓ 净流出
航发动力,-1.51,2026-05-15,↓ 净流出
爱旭股份,-1.52,2026-05-15,↓ 净流出
中国人保,-1.53,2026-05-15,↓ 净流出
恒瑞医药,-1.53,2026-05-15,↓ 净流出
红板科技,-1.56,2026-05-15,↓ 净流出
教育,-1.57,2026-05-15,↓ 净流出
一般零售,-1.57,2026-05-15,↓ 净流出
MLOps概念,-1.58,2026-05-15,↓ 净流出
中化国际,-1.58,2026-05-15,↓ 净流出
光电股份,-1.59,2026-05-15,↓ 净流出
金开新能,-1.60,2026-05-15,↓ 净流出
江淮汽车,-1.61,2026-05-15,↓ 净流出
拼多多概念,-1.62,2026-05-15,↓ 净流出
东方证券,-1.62,2026-05-15,↓ 净流出
特种纸,-1.64,2026-05-15,↓ 净流出
合成生物,-1.65,2026-05-15,↓ 净流出
利通电子,-1.65,2026-05-15,↓ 净流出
农产品加工,-1.65,2026-05-15,↓ 净流出
微盘股,-1.67,2026-05-15,↓ 净流出
AB股,-1.67,2026-05-15,↓ 净流出
中远海能,-1.67,2026-05-15,↓ 净流出
水泥,-1.68,2026-05-15,↓ 净流出
水泥制造,-1.68,2026-05-15,↓ 净流出
造纸,-1.69,2026-05-15,↓ 净流出
农业银行,-1.70,2026-05-15,↓ 净流出
华胜天成,-1.70,2026-05-15,↓ 净流出
噪声防治,-1.71,2026-05-15,↓ 净流出
商用载货车,-1.71,2026-05-15,↓ 净流出
大位科技,-1.72,2026-05-15,↓ 净流出
乳业,-1.72,2026-05-15,↓ 净流出
宁夏板块,-1.73,2026-05-15,↓ 净流出
摩托车,-1.73,2026-05-15,↓ 净流出
千里科技,-1.73,2026-05-15,↓ 净流出
美诺华,-1.75,2026-05-15,↓ 净流出
华银电力,-1.76,2026-05-15,↓ 净流出
造纸印刷,-1.76,2026-05-15,↓ 净流出
医药流通,-1.76,2026-05-15,↓ 净流出
石英股份,-1.79,2026-05-15,↓ 净流出
阿兹海默,-1.80,2026-05-15,↓ 净流出
交运设备,-1.81,2026-05-15,↓ 净流出
国有大型银行Ⅲ,-1.81,2026-05-15,↓ 净流出
联创光电,-1.82,2026-05-15,↓ 净流出
士兰微,-1.82,2026-05-15,↓ 净流出
商用车,-1.82,2026-05-15,↓ 净流出
期货,-1.82,2026-05-15,↓ 净流出
华泰证券,-1.83,2026-05-15,↓ 净流出
华电新能,-1.84,2026-05-15,↓ 净流出
数字阅读,-1.85,2026-05-15,↓ 净流出
油气设服,-1.85,2026-05-15,↓ 净流出
宠物经济,-1.87,2026-05-15,↓ 净流出
农药,-1.87,2026-05-15,↓ 净流出
饮料乳品,-1.88,2026-05-15,↓ 净流出
新型工业化,-1.88,2026-05-15,↓ 净流出
钴,-1.88,2026-05-15,↓ 净流出
调味品概念,-1.89,2026-05-15,↓ 净流出
抗菌面料,-1.92,2026-05-15,↓ 净流出
页岩气,-1.93,2026-05-15,↓ 净流出
腾讯云,-1.94,2026-05-15,↓ 净流出
其他石化,-1.95,2026-05-15,↓ 净流出
永杉锂业,-1.95,2026-05-15,↓ 净流出
股份制银行Ⅲ,-1.95,2026-05-15,↓ 净流出
EDA概念,-1.96,2026-05-15,↓ 净流出
上海电力,-1.96,2026-05-15,↓ 净流出
东睦股份,-1.97,2026-05-15,↓ 净流出
胎压监测,-2.00,2026-05-15,↓ 净流出
增强现实,-2.05,2026-05-15,↓ 净流出
钼,-2.05,2026-05-15,↓ 净流出
高能环境,-2.07,2026-05-15,↓ 净流出
金融信息服务,-2.10,2026-05-15,↓ 净流出
招商银行,-2.12,2026-05-15,↓ 净流出
安防设备,-2.13,2026-05-15,↓ 净流出
疫苗,-2.14,2026-05-15,↓ 净流出
盲盒经济,-2.15,2026-05-15,↓ 净流出
肝素概念,-2.15,2026-05-15,↓ 净流出
航空运输,-2.19,2026-05-15,↓ 净流出
电子车牌,-2.19,2026-05-15,↓ 净流出
种子,-2.19,2026-05-15,↓ 净流出
磁性材料,-2.21,2026-05-15,↓ 净流出
三孚股份,-2.21,2026-05-15,↓ 净流出
先导基电,-2.23,2026-05-15,↓ 净流出
新洁能,-2.30,2026-05-15,↓ 净流出
重组蛋白,-2.30,2026-05-15,↓ 净流出
影视动漫制作,-2.34,2026-05-15,↓ 净流出
中国卫通,-2.36,2026-05-15,↓ 净流出
中信证券,-2.40,2026-05-15,↓ 净流出
林业Ⅲ,-2.41,2026-05-15,↓ 净流出
林业Ⅱ,-2.41,2026-05-15,↓ 净流出
超跌股,-2.41,2026-05-15,↓ 净流出
水产概念,-2.43,2026-05-15,↓ 净流出
装修装饰Ⅲ,-2.43,2026-05-15,↓ 净流出
装修装饰Ⅱ,-2.43,2026-05-15,↓ 净流出
影视院线,-2.44,2026-05-15,↓ 净流出
预制菜概念,-2.44,2026-05-15,↓ 净流出
美容护理,-2.45,2026-05-15,↓ 净流出
物流,-2.46,2026-05-15,↓ 净流出
宁组合,-2.48,2026-05-15,↓ 净流出
其他金属新材料,-2.49,2026-05-15,↓ 净流出
ERP概念,-2.49,2026-05-15,↓ 净流出
医药商业,-2.51,2026-05-15,↓ 净流出
东材科技,-2.53,2026-05-15,↓ 净流出
其他电源设备Ⅱ,-2.55,2026-05-15,↓ 净流出
凯盛科技,-2.55,2026-05-15,↓ 净流出
中金黄金,-2.56,2026-05-15,↓ 净流出
低价股,-2.58,2026-05-15,↓ 净流出
东阳光,-2.59,2026-05-15,↓ 净流出
专用设备,-2.61,2026-05-15,↓ 净流出
正泰电器,-2.61,2026-05-15,↓ 净流出
豫光金铅,-2.63,2026-05-15,↓ 净流出
体外诊断概念,-2.63,2026-05-15,↓ 净流出
环氧丙烷,-2.65,2026-05-15,↓ 净流出
降解塑料,-2.67,2026-05-15,↓ 净流出
其他纺织,-2.70,2026-05-15,↓ 净流出
发电机概念,-2.71,2026-05-15,↓ 净流出
医疗设备,-2.71,2026-05-15,↓ 净流出
景旺电子,-2.73,2026-05-15,↓ 净流出
制冷空调设备,-2.75,2026-05-15,↓ 净流出
顺景科技,-2.76,2026-05-15,↓ 净流出
AIGC概念,-2.78,2026-05-15,↓ 净流出
赤峰黄金,-2.79,2026-05-15,↓ 净流出
幽门螺杆菌概念,-2.81,2026-05-15,↓ 净流出
电子纸概念,-2.88,2026-05-15,↓ 净流出
职业教育,-2.92,2026-05-15,↓ 净流出
电能综合服务,-2.92,2026-05-15,↓ 净流出
招商轮船,-2.93,2026-05-15,↓ 净流出
原料药,-2.94,2026-05-15,↓ 净流出
西部矿业,-2.94,2026-05-15,↓ 净流出
西藏板块,-2.98,2026-05-15,↓ 净流出
体外诊断,-2.99,2026-05-15,↓ 净流出
航空机场,-3.00,2026-05-15,↓ 净流出
张江高科,-3.00,2026-05-15,↓ 净流出
社区团购,-3.01,2026-05-15,↓ 净流出
有研新材,-3.02,2026-05-15,↓ 净流出
化妆品概念,-3.04,2026-05-15,↓ 净流出
环旭电子,-3.06,2026-05-15,↓ 净流出
土地流转,-3.06,2026-05-15,↓ 净流出
纺织服饰,-3.08,2026-05-15,↓ 净流出
沪企改革,-3.09,2026-05-15,↓ 净流出
纺织制造,-3.11,2026-05-15,↓ 净流出
